question_id,subject,topic,difficulty_level,question_text,option_a,option_b,option_c,option_d,correct_option,expected_time_sec
Q01037,English,Grammar/Vocabulary,2,Choose the correct sentence.,She has finished the work,She finishing the work,She had finish the work,She have finished the work,A,25
Q01038,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She have finished the work,She has finished the work,She finishing the work,C,25
Q01039,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',is,senior to,He,No error,D,90
Q01040,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Plentiful,Rare,Scarce,B,40
Q01041,English,Grammar/Vocabulary,1,Choose the correct sentence.,She finishing the work,She have finished the work,She had finish the work,She has finished the work,D,25
Q01042,English,Grammar/Vocabulary,1,Choose the correct sentence.,She has finished the work,She have finished the work,She had finish the work,She finishing the work,A,25
Q01043,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Plentiful,Scarce,Limited,B,40
Q01044,English,Grammar/Vocabulary,2,Choose the correct sentence.,She has finished the work,She finishing the work,She have finished the work,She had finish the work,A,25
Q01045,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Grow,Increase,Widen,A,60
Q01046,English,Grammar/Vocabulary,2,Choose the correct sentence.,She has finished the work,She have finished the work,She finishing the work,She had finish the work,A,25
Q01047,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She finishing the work,She have finished the work,She has finished the work,D,25
Q01048,English,Grammar/Vocabulary,2,Choose the correct sentence.,She finishing the work,She has finished the work,She have finished the work,She had finish the work,B,25
Q01049,English,Grammar/Vocabulary,1,Choose the correct sentence.,She had finish the work,She has finished the work,She have finished the work,She finishing the work,B,25
Q01050,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She has finished the work,She have finished the work,She finishing the work,B,25
Q01051,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She had finish the work,She has finished the work,She finishing the work,C,25
Q01052,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',senior to,No error,He,is,B,90
Q01053,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',senior to,No error,He,is,B,90
Q01054,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',is,senior to,No error,He,C,90
Q01055,English,Grammar/Vocabulary,2,Choose the correct sentence.,She finishing the work,She had finish the work,She have finished the work,She has finished the work,D,25
Q01056,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She had finish the work,She has finished the work,She finishing the work,C,25
Q01057,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Reduce,Increase,Grow,B,60
Q01058,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',No error,senior to,is,He,A,90
Q01059,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She finishing the work,She has finished the work,She had finish the work,C,25
Q01060,English,Grammar/Vocabulary,2,Choose the correct sentence.,She finishing the work,She had finish the work,She have finished the work,She has finished the work,D,25
Q01061,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',is,He,senior to,No error,D,90
Q01062,English,Grammar/Vocabulary,1,Choose the correct sentence.,She has finished the work,She had finish the work,She finishing the work,She have finished the work,A,25
Q01063,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Increase,Grow,Widen,A,60
Q01064,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Grow,Reduce,Increase,C,60
Q01065,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She has finished the work,She had finish the work,She finishing the work,B,25
Q01066,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,senior to,is,No error,D,90
Q01067,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Grow,Reduce,Widen,C,60
Q01068,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Reduce,Grow,Increase,B,60
Q01069,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,No error,is,senior to,B,90
Q01070,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',senior to,is,He,No error,D,90
Q01071,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',is,He,No error,senior to,C,90
Q01072,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She have finished the work,She has finished the work,She finishing the work,C,25
Q01073,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Plentiful,Scarce,Limited,B,40
Q01074,English,Grammar/Vocabulary,1,Choose the correct sentence.,She had finish the work,She have finished the work,She has finished the work,She finishing the work,C,25
Q01075,English,Grammar/Vocabulary,2,Choose the correct sentence.,She has finished the work,She had finish the work,She have finished the work,She finishing the work,A,25
Q01076,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Scarce,Rare,Limited,A,40
Q01077,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',is,No error,He,senior to,B,90
Q01078,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She has finished the work,She finishing the work,She have finished the work,B,25
Q01079,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Widen,Grow,Reduce,D,60
Q01080,English,Grammar/Vocabulary,1,Choose the correct sentence.,She has finished the work,She have finished the work,She finishing the work,She had finish the work,A,25
Q01081,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She had finish the work,She finishing the work,She has finished the work,D,25
Q01082,English,Grammar/Vocabulary,2,Choose the correct sentence.,She finishing the work,She had finish the work,She has finished the work,She have finished the work,C,25
Q01083,English,Grammar/Vocabulary,1,Choose the correct sentence.,She finishing the work,She has finished the work,She had finish the work,She have finished the work,B,25
Q01084,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Grow,Increase,Widen,Reduce,D,60
Q01085,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Scarce,Rare,Plentiful,D,40
Q01086,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She finishing the work,She has finished the work,She have finished the work,C,25
Q01087,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She finishing the work,She has finished the work,She had finish the work,C,25
Q01088,English,Grammar/Vocabulary,1,Choose the correct sentence.,She had finish the work,She have finished the work,She finishing the work,She has finished the work,D,25
Q01089,English,Grammar/Vocabulary,1,Choose the correct sentence.,She finishing the work,She have finished the work,She had finish the work,She has finished the work,D,25
Q01090,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,senior to,is,No error,D,90
Q01091,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',senior to,is,No error,He,C,90
Q01092,English,Grammar/Vocabulary,1,Choose the correct sentence.,She finishing the work,She have finished the work,She has finished the work,She had finish the work,C,25
Q01093,English,Grammar/Vocabulary,2,Choose the correct sentence.,She has finished the work,She have finished the work,She finishing the work,She had finish the work,A,25
Q01094,English,Grammar/Vocabulary,2,Choose the correct sentence.,She finishing the work,She has finished the work,She had finish the work,She have finished the work,B,25
Q01095,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She had finish the work,She has finished the work,She finishing the work,C,25
Q01096,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Plentiful,Scarce,Limited,B,40
Q01097,English,Grammar/Vocabulary,1,Choose the correct sentence.,She has finished the work,She had finish the work,She have finished the work,She finishing the work,A,25
Q01098,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',senior to,No error,is,He,B,90
Q01099,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',No error,is,senior to,He,A,90
Q01100,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Plentiful,Scarce,Limited,B,40
Q01101,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,senior to,is,No error,D,90
Q01102,English,Grammar/Vocabulary,1,Choose the correct sentence.,She finishing the work,She has finished the work,She have finished the work,She had finish the work,B,25
Q01103,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She has finished the work,She have finished the work,She finishing the work,B,25
Q01104,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She had finish the work,She finishing the work,She has finished the work,D,25
Q01105,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',senior to,He,No error,is,C,90
Q01106,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Limited,Plentiful,Scarce,C,40
Q01107,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She finishing the work,She has finished the work,She had finish the work,C,25
Q01108,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',is,senior to,He,No error,D,90
Q01109,English,Grammar/Vocabulary,1,Choose the correct sentence.,She had finish the work,She have finished the work,She finishing the work,She has finished the work,D,25
Q01110,English,Grammar/Vocabulary,2,Choose the correct sentence.,She finishing the work,She had finish the work,She has finished the work,She have finished the work,C,25
Q01111,English,Grammar/Vocabulary,1,Choose the correct sentence.,She had finish the work,She finishing the work,She have finished the work,She has finished the work,D,25
Q01112,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She finishing the work,She has finished the work,She had finish the work,C,25
Q01113,English,Grammar/Vocabulary,2,Choose the correct sentence.,She finishing the work,She had finish the work,She has finished the work,She have finished the work,C,25
Q01114,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Rare,Plentiful,Scarce,C,40
Q01115,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',is,He,No error,senior to,C,90
Q01116,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Widen,Grow,Reduce,D,60
Q01117,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Widen,Reduce,Grow,C,60
Q01118,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She has finished the work,She finishing the work,She have finished the work,B,25
Q01119,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She had finish the work,She finishing the work,She has finished the work,D,25
Q01120,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She has finished the work,She finishing the work,She had finish the work,B,25
Q01121,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Rare,Limited,Plentiful,D,40
Q01122,English,Grammar/Vocabulary,2,Choose the correct sentence.,She has finished the work,She have finished the work,She finishing the work,She had finish the work,A,25
Q01123,English,Grammar/Vocabulary,1,Choose the correct sentence.,She had finish the work,She has finished the work,She have finished the work,She finishing the work,B,25
Q01124,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',senior to,No error,He,is,B,90
Q01125,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Limited,Plentiful,Rare,C,40
Q01126,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Widen,Grow,Increase,A,60
Q01127,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Rare,Limited,Scarce,A,40
Q01128,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',No error,senior to,He,is,A,90
Q01129,English,Grammar/Vocabulary,2,Choose the correct sentence.,She finishing the work,She have finished the work,She had finish the work,She has finished the work,D,25
Q01130,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She had finish the work,She finishing the work,She has finished the work,D,25
Q01131,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She had finish the work,She has finished the work,She finishing the work,C,25
Q01132,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Grow,Increase,Reduce,D,60
Q01133,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Plentiful,Rare,Limited,B,40
Q01134,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Plentiful,Scarce,Rare,B,40
Q01135,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Reduce,Increase,Grow,B,60
Q01136,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Increase,Grow,Reduce,D,60
Q01137,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Scarce,Rare,Limited,A,40
Q01138,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',No error,senior to,He,is,A,90
Q01139,English,Grammar/Vocabulary,2,Choose the correct sentence.,She has finished the work,She have finished the work,She finishing the work,She had finish the work,A,25
Q01140,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Grow,Reduce,Widen,Increase,B,60
Q01141,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She finishing the work,She had finish the work,She has finished the work,D,25
Q01142,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She has finished the work,She finishing the work,She had finish the work,B,25
Q01143,English,Grammar/Vocabulary,1,Choose the correct sentence.,She has finished the work,She had finish the work,She finishing the work,She have finished the work,A,25
Q01144,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Grow,Increase,Widen,A,60
Q01145,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',senior to,No error,is,He,B,90
Q01146,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Rare,Limited,Plentiful,D,40
Q01147,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Limited,Rare,Scarce,A,40
Q01148,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Rare,Plentiful,Limited,C,40
Q01149,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',is,senior to,He,No error,D,90
Q01150,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,senior to,No error,is,C,90
Q01151,English,Grammar/Vocabulary,2,Choose the correct sentence.,She has finished the work,She have finished the work,She finishing the work,She had finish the work,A,25
Q01152,English,Grammar/Vocabulary,1,Choose the correct sentence.,She has finished the work,She had finish the work,She finishing the work,She have finished the work,A,25
Q01153,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She finishing the work,She have finished the work,She has finished the work,D,25
Q01154,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Limited,Rare,Scarce,A,40
Q01155,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,is,No error,senior to,C,90
Q01156,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',is,senior to,No error,He,C,90
